"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatine..132.1...90.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"199","395687.6","45732.00"," 146990.90"," 9046.936"," 85878.66","370444.6"," 60219.44"," 496886.70","1431978.9"," 426089.3"," 540561.785"," 39610.198"," 108721.95"," 6720093"," 54342.30","2181806"," 42592.15","215821.4"," 79534.316","14904168"," 923729.7"," 667543.2","36397768","100176.96"," 96695.68"," 7704418"," 758981.9","12773946"," 9537700"," 8727833","  17924.82"," 6677.667","185390.8","23841.547"," 51447.231","1104681.2","1037626.8","  19890.48","203953.4","286779.7","113319.53","1344904.7"," 329314.09","2328563","625097.0","28680.84","118709.65","71760851","1263557.0","29596538"," 252271.5"," 63077.41"," 349743.2","165904.78","155581.11","  976488.402"," 125174.647","31187.81","131631.776","18141408","1183770.6"," 867617.1"," 579223.5","2501618.8","  92817.12","  76683.79","269514.283"," 33775.63","42988555","22161389"," 26113.646"," 460384.5"," 66409.28","10383149"," 5610338","1817067","26369283"," 36507.17"," 710426.4","2042025.7","10811.744"," 811425.2"," 48603.666"," 73916.83","4094303","  89054.02","139561.41"," 238707.6"," 69010.09","174687.13","11436701","32662886","14186.858","195143.87"," 57115.84","226029.94"," 71570.27","21891.626","3623209"," 3229726.2"," 82706.46","1915101","1716714.3","308850.3"," 1525593.1","4771923.9","2967606","57065957","16078.836","2720681"," 1613650.9","  12498.132","104429.16"
"200","370444.6","39610.20"," 395687.64"," 9046.936"," 76683.79","308850.3"," 69010.09"," 710426.42","2967606.0"," 496886.7","  14186.858"," 48603.666"," 215821.41"," 4771924"," 60219.44","1431979"," 33775.63","185390.8"," 82706.457","12773946"," 579223.5"," 811425.2","36397768","108721.95"," 89054.02","10383149"," 625097.0"," 6720093"," 7704418","11436701","  57115.84"," 6677.667","139561.4","12498.132","252271.466"," 867617.1","1613650.9","1037626.84","146990.9","286779.7","118709.65"," 976488.4"," 165904.78","2328563","460384.5","21891.63","100176.96","71760851","1104681.2","29596538"," 269514.3"," 42592.15"," 349743.2","203953.43","155581.11","  758981.936"," 329314.091","28680.84"," 85878.656","14904168","1183770.6"," 667543.2"," 426089.3","1915101.2"," 104429.16","  45732.00","226029.941"," 23841.55","32662886","26369283"," 79534.316"," 923729.7"," 36507.17"," 8727833"," 5610338","1817067","42988555"," 54342.30"," 540561.8","1344904.7","10811.744","2042025.7"," 26113.646"," 63077.41","3229726","  96695.68","113319.53"," 238707.6","195143.87","131631.78"," 9537700","18141408","17924.823"," 73916.83"," 51447.23","125174.65"," 66409.28","31187.808","3623209","22161388.9"," 71570.27","2181806","1263557.0","174687.1"," 1716714.3","4094303.2","2720681","57065957","19890.480","2501619"," 1525593.1","  16078.836"," 92817.12"
"201","460384.5","28680.84"," 215821.41","16078.836"," 89054.02","426089.3"," 82706.46"," 579223.45","1716714.3"," 540561.8","  17924.823"," 60219.439"," 131631.78"," 4771924","100176.96","1915101"," 54342.30","226029.9"," 71570.274","18141408"," 758981.9","1263557.0","42988555","146990.90"," 96695.68"," 6720093"," 625097.0","10383149"," 7704418"," 8727833"," 118709.65","10811.744","185390.8","21891.626","174687.132"," 976488.4","1817066.5"," 286779.69","252271.5","370444.6","139561.41","1183770.6"," 269514.28","2501619","667543.2","23841.55","195143.87","71760851","2181805.5","36397768"," 349743.2"," 63077.41"," 308850.3","238707.58","165904.78","   31187.808","   6677.667","39610.20"," 12498.132","14904168"," 923729.7"," 867617.1"," 710426.4","1613650.9"," 104429.16","  45732.00"," 51447.231"," 33775.63","32662886","22161389"," 48603.666","1037626.8"," 69010.09"," 9537700"," 3229726","2042026","26369283"," 66409.28"," 811425.2","1431978.9"," 9046.936"," 496886.7"," 42592.153"," 73916.83","4094303","  79534.32","108721.95"," 329314.1","113319.53","203953.43","11436701","29596538","14186.858"," 76683.79"," 57115.84","155581.11"," 92817.12","36507.168","3623209","12773946.2"," 85878.66","1344905","1104681.2","395687.6"," 2328562.6","5610338.3","2967606","57065957","26113.646","2720681"," 1525593.1","  19890.480","125174.65"
"202","460384.5","48603.67"," 195143.87"," 9046.936","113319.53","395687.6"," 66409.28"," 203953.43","1525593.1"," 496886.7","  14186.858"," 54342.302"," 252271.47"," 7704418","131631.78","1344905"," 60219.44","174687.1"," 82706.457","18141408"," 625097.0","1431978.9","32662886","155581.11"," 92817.12"," 9537700"," 758981.9"," 6720093","10383149","11436701"," 118709.65"," 6677.667","238707.6","26113.646"," 36507.168"," 867617.1","1104681.2","  19890.48","215821.4","370444.6"," 96695.68"," 923729.7"," 329314.09","4094303","579223.5","21891.63","125174.65","71760851","2042025.7","29596538"," 811425.2"," 57115.84"," 426089.3","165904.78","139561.41","   33775.632","  10811.744","39610.20"," 23841.547","22161389","1183770.6","1613650.9"," 710426.4","2181805.5","  73916.83"," 108721.95"," 69010.087"," 42592.15","42988555","26369283"," 76683.790"," 976488.4"," 85878.66","12773946"," 5610338","3229726"," 8727833"," 89054.02"," 667543.2","1037626.8","16078.836"," 269514.3"," 31187.808"," 79534.32","3623209","  63077.41","146990.90"," 540561.8","286779.69","185390.77","14904168","36397768","12498.132","226029.94"," 51447.23","349743.15"," 71570.27","45732.003","1817067"," 1915101.2","100176.96","2967606","1263557.0","308850.3"," 2720680.7","4771923.9","2328563","57065957","17924.823","2501619"," 1716714.3","  28680.844","104429.16"
"204","496886.7","19890.48"," 174687.13"," 9046.936"," 92817.12","329314.1"," 73916.83"," 155581.11","1613650.9"," 579223.5","  23841.547"," 42592.153"," 139561.41"," 7704418","108721.95","1431979"," 57115.84","238707.6"," 71570.274","10383149"," 625097.0","1104681.2","32662886","165904.78","100176.96","14904168"," 976488.4"," 4094303"," 9537700"," 8727833"," 118709.65","10811.744","215821.4","16078.836"," 45732.003"," 923729.7","1915101.2","  31187.81","203953.4","426089.3"," 85878.66","1183770.6","1263556.97","1716714","710426.4","33775.63","185390.77","71760851","3623209.4","22161389"," 308850.3"," 60219.44"," 370444.6","286779.69","125174.65","  395687.644","  39610.198","54342.30","  6677.667","18141408","1344904.7"," 540561.8"," 667543.2","1525593.1"," 811425.23"," 104429.16"," 14186.858"," 51447.23","36397768","26369283"," 17924.823"," 460384.5"," 79534.32","11436701"," 6720093","1817067"," 2720681"," 48603.67"," 758981.9","1037626.8","12498.132"," 195143.9"," 66409.277"," 82706.46","2967606","  76683.79","131631.78"," 269514.3","252271.47","113319.53","12773946","29596538","21891.626","146990.90"," 69010.09","349743.15"," 63077.41","36507.168","2181806","57065957.3"," 89054.02","2328563"," 867617.1","226029.9"," 4771923.9","5610338.3","2501619","42988555","26113.646","3229726"," 2042025.7","  28680.844"," 96695.68"
"206","496886.7","23841.55"," 195143.87"," 9046.936"," 79534.32","426089.3"," 76683.79"," 540561.79","1716714.3"," 579223.5","  57115.836"," 48603.666"," 155581.11"," 6720093","165904.78","2042026"," 31187.81","308850.3"," 89054.018","14904168"," 667543.2"," 625097.0","42988555","174687.13","108721.95"," 7704418"," 758981.9"," 8727833"," 5610338","11436701","  85878.66","10811.744","252271.5","28680.844"," 19890.480","1037626.8","1344904.7","  16078.84","269514.3","349743.2","215821.41","1183770.6"," 329314.09","1915101","710426.4","33775.63","139561.41","71760851","1613650.9","36397768"," 286779.7"," 51447.23"," 395687.6","226029.94","185390.77","   42592.153","   6677.667","39610.20"," 36507.168","22161389","1263557.0","2328562.6"," 976488.4","2181805.5","  66409.28","  82706.46","238707.575"," 26113.65","26369283","32662886"," 54342.302"," 867617.1"," 71570.27","12773946"," 4771924","1817067","18141408"," 60219.44"," 923729.7","1431978.9","14186.858"," 460384.5"," 73916.831"," 92817.12","3623209","  96695.68","113319.53"," 203953.4","131631.78","146990.90"," 9537700","29596538","12498.132","118709.65","100176.96"," 69010.09"," 63077.41","45732.003","2967606","10383149.1","104429.16","2501619"," 811425.2","370444.6"," 1104681.2","4094303.2","2720681","57065957","17924.823","3229726"," 1525593.1","  21891.626","125174.65"
"207","395687.6","39610.20"," 203953.43","14186.858","108721.95","370444.6"," 71570.27"," 496886.70","2181805.5"," 460384.5","  19890.480"," 48603.666"," 155581.11"," 5610338"," 76683.79","1716714"," 36507.17","215821.4","238707.575","12773946"," 867617.1","1104681.2","22161389","174687.13","100176.96"," 4771924"," 923729.7"," 7704418","11436701"," 9537700"," 104429.16","10811.744","286779.7","21891.626"," 17924.823","1037626.8","2328562.6","  16078.84","226029.9","426089.3","185390.77","1263557.0"," 252271.47","1915101","579223.5","31187.81","146990.90","71760851","2042025.7","26369283"," 349743.2"," 60219.44"," 976488.4","308850.30","195143.87","    9046.936","   6677.667","54342.30"," 51447.231","14904168","1431978.9"," 625097.0"," 667543.2","1613650.9","  89054.02","  69010.09","113319.532"," 42592.15","42988555","29596538"," 45732.003"," 710426.4"," 66409.28"," 8727833"," 6720093","1817067","36397768"," 63077.41"," 811425.2","1525593.1","12498.132"," 758981.9"," 57115.836"," 92817.12","3229726","  96695.68","139561.41"," 269514.3","165904.78","118709.65","10383149","32662886","23841.547","125174.65"," 79534.32","131631.78"," 73916.83","26113.646","2967606","18141408.4"," 82706.46","2720681","1344904.7","329314.1","  540561.8","4094303.2","2501619","57065957","28680.844","3623209"," 1183770.6","  33775.632"," 85878.66"
"208","426089.3","28680.84"," 269514.28"," 9046.936"," 85878.66","308850.3"," 76683.79"," 155581.11","1525593.1"," 579223.5","  16078.836"," 54342.302"," 811425.23"," 5610338"," 73916.83","1716714"," 48603.67","215821.4","146990.904","14904168"," 496886.7","1344904.7","32662886","174687.13"," 92817.12"," 7704418"," 976488.4"," 8727833","12773946"," 9537700"," 113319.53","10811.744","203953.4","31187.808"," 39610.198"," 923729.7","1263557.0","  17924.82","238707.6","395687.6","165904.78","1104681.2"," 226029.94","1915101","625097.0","19890.48","540561.79","71760851","2181805.5","29596538"," 329314.1"," 71570.27"," 460384.5","195143.87","349743.15","   26113.646","  14186.858","45732.00"," 33775.632","18141408","1037626.8"," 758981.9","1817066.5","1431978.9"," 108721.95","  96695.68"," 79534.316"," 42592.15","42988555","22161389"," 66409.277"," 667543.2"," 69010.09","10383149"," 4771924","2042026"," 6720093"," 60219.44"," 710426.4","1183770.6","12498.132"," 286779.7"," 57115.836"," 82706.46","4094303"," 104429.16","131631.78"," 370444.6","100176.96","139561.41","11436701","36397768"," 6677.667"," 89054.02"," 51447.23","185390.77"," 63077.41","36507.168","3623209","26369282.8","125174.65","2328563"," 867617.1","252271.5"," 2720680.7","3229726.2","2967606","57065957","21891.626","2501619"," 1613650.9","  23841.547","118709.65"
"209","395687.6","33775.63"," 155581.11"," 9046.936"," 79534.32","460384.5"," 92817.12"," 426089.28","1525593.1"," 540561.8","  28680.844","131631.776","  96695.68"," 6720093","100176.96","1716714"," 42592.15","226029.9"," 66409.277","12773946"," 667543.2","1104681.2","42988555","146990.90","108721.95"," 7704418"," 710426.4"," 5610338","11436701"," 8727833"," 113319.53","17924.823","269514.3"," 6677.667"," 48603.666"," 976488.4","1613650.9","  16078.84","308850.3","496886.7","215821.41","1263557.0"," 579223.45","2042026","811425.2","31187.81","125174.65","71760851","2181805.5","32662886"," 286779.7"," 54342.30"," 370444.6","185390.77","238707.58","   36507.168","  19890.480","45732.00"," 10811.744","22161389","1037626.8"," 867617.1"," 625097.0","2328562.6","  89054.02","  69010.09"," 82706.457"," 39610.20","36397768","26369283"," 57115.836"," 923729.7"," 51447.23"," 9537700"," 4771924","1817067","14904168"," 63077.41"," 758981.9","1183770.6","14186.858"," 195143.9"," 60219.439"," 71570.27","3229726","  85878.66","139561.41"," 203953.4","252271.47","165904.78","10383149","29596538","12498.132","329314.09"," 76683.79","174687.13"," 73916.83","26113.646","3623209","18141408.4","118709.65","2720681","1344904.7","349743.2"," 1915101.2","4094303.2","2967606","57065957","21891.626","2501619"," 1431978.9","  23841.547","104429.16"
"210","329314.1","31187.81"," 269514.28","17924.823"," 82706.46","308850.3","104429.16"," 349743.15","1915101.2"," 976488.4","  23841.547"," 54342.302"," 113319.53"," 6720093"," 71570.27","2042026"," 39610.20","226029.9"," 85878.656","11436701"," 579223.5","1037626.8","36397768","174687.13","125174.65"," 5610338","1431978.9"," 7704418","10383149"," 8727833","  92817.12"," 6677.667","195143.9","19890.480"," 26113.646"," 923729.7","1716714.3","  12498.13","215821.4","370444.6","185390.77","1263557.0"," 286779.69","1525593","710426.4","36507.17","155581.11","71760851","2501618.8","32662886"," 460384.5"," 57115.84"," 395687.6","203953.43","252271.47","   79534.316","  16078.836","63077.41","  9046.936","18141408","1344904.7"," 667543.2"," 811425.2"," 867617.1","  60219.44"," 131631.78"," 33775.632"," 48603.67","42988555","29596538"," 66409.277"," 758981.9"," 76683.79","12773946"," 4771924","1613651","22161389"," 69010.09"," 625097.0","1183770.6","14186.858"," 496886.7"," 51447.231","100176.96","4094303","  96695.68","165904.78"," 540561.8","426089.28","139561.41"," 9537700","26369283","10811.744"," 45732.00"," 73916.83","146990.90"," 89054.02","42592.153","3229726","14904167.7","108721.95","2720681","1104681.2","238707.6"," 2181805.5","3623209.4","2328563","57065957","28680.844","2967606"," 1817066.5","  21891.626","118709.65"
"211","540561.8","42592.15"," 286779.69","10811.744"," 73916.83","370444.6"," 76683.79"," 867617.05","1344904.7"," 710426.4","  28680.844"," 45732.003"," 174687.13"," 4094303","155581.11","1525593"," 48603.67","226029.9"," 92817.123","10383149"," 460384.5","1817066.5","29596538","125174.65"," 79534.32","12773946","1104681.2"," 6720093"," 5610338"," 9537700","  85878.66","12498.132","203953.4","39610.198"," 14186.858"," 976488.4"," 811425.2","  17924.82","195143.9","395687.6","118709.65","1183770.6"," 349743.15","1716714","579223.5","33775.63","146990.90","71760851","2042025.7","32662886"," 329314.1"," 51447.23"," 496886.7","252271.47","131631.78","   71570.274","  19890.480","36507.17"," 23841.547","18141408","1263557.0"," 667543.2"," 923729.7","3623209.4"," 165904.78"," 100176.96","  9046.936"," 54342.30","42988555","22161389"," 57115.836"," 758981.9"," 89054.02"," 7704418"," 4771924","1613651","36397768"," 66409.28"," 625097.0","1037626.8","16078.836"," 426089.3","104429.164"," 63077.41","3229726"," 108721.95","139561.41"," 215821.4","185390.77","113319.53","11436701","26369283"," 6677.667","238707.58"," 82706.46","308850.30"," 60219.44","26113.646","2501619"," 8727833.0"," 96695.68","1915101","1431978.9","269514.3","14904167.7","2967606.0","2720681","57065957","21891.626","2181806"," 2328562.6","  31187.808"," 69010.09"
"212","496886.7","36507.17"," 174687.13","12498.132"," 63077.41","426089.3"," 85878.66"," 215821.41","1817066.5"," 540561.8","  16078.836"," 60219.439","1183770.60"," 8727833","118709.65","2042026"," 42592.15","286779.7"," 92817.123","18141408"," 710426.4","2181805.5","42988555","139561.41"," 82706.46"," 9537700"," 811425.2","10383149"," 7704418","11436701","  79534.32","10811.744","308850.3","31187.808"," 54342.302"," 976488.4"," 625097.0","  21891.63","238707.6","579223.5","165904.78","1104681.2"," 349743.15","1613651","758981.9","26113.65","252271.47","71760851","3229726.2","32662886"," 226029.9"," 71570.27"," 460384.5","125174.65","155581.11","  203953.434","  51447.231","48603.67","  6677.667","22161389"," 923729.7"," 667543.2","2328562.6","1716714.3","  69010.09"," 104429.16"," 17924.823"," 57115.84","57065957","26369283"," 23841.547"," 395687.6","100176.96","12773946"," 4094303","1525593"," 1431979"," 66409.28"," 867617.1","1263557.0","14186.858"," 146990.9"," 45732.003"," 33775.63","3623209","  76683.79","195143.87"," 269514.3","185390.77","131631.78","14904168","29596538"," 9046.936","113319.53"," 89054.02","370444.55"," 73916.83","39610.198","2501619"," 6720092.7","108721.95","1915101","1037626.8","329314.1"," 5610338.3","4771923.9","2720681","36397768","19890.480","2967606"," 1344904.7","  28680.844"," 96695.68"
"213","395687.6","28680.84"," 203953.43","12498.132"," 76683.79","349743.2"," 79534.32","1817066.52","1344904.7"," 579223.5","  19890.480"," 63077.407"," 131631.78"," 5610338"," 48603.67","1104681"," 33775.63","269514.3","252271.466","12773946"," 496886.7","2328562.6","36397768","125174.65","100176.96"," 7704418"," 811425.2"," 4771924","11436701"," 9537700","  96695.68"," 6677.667","238707.6","23841.547"," 42592.153"," 867617.1","1915101.2","  26113.65","215821.4","426089.3","155581.11","1183770.6"," 195143.87","1613651","540561.8","21891.63","165904.78","71760851","2501618.8","22161389"," 308850.3"," 66409.28"," 758981.9","146990.90","226029.94","   69010.087","  14186.858","39610.20"," 31187.808","14904168"," 976488.4"," 710426.4"," 667543.2","1525593.1","  71570.27"," 108721.95","174687.132"," 73916.83","32662886","29596538"," 85878.656"," 923729.7"," 57115.84"," 8727833"," 6720093","1716714","42988555"," 45732.00"," 625097.0","1037626.8","10811.744"," 460384.5"," 54342.302"," 92817.12","3623209","  60219.44","113319.53"," 286779.7","370444.55","139561.41","10383149","26369283"," 9046.936","185390.77"," 51447.23","118709.65"," 82706.46","36507.168","4094303","18141408.4"," 89054.02","2967606","1431978.9","329314.1"," 1263557.0","3229726.2","2181806","57065957","16078.836","2720681"," 2042025.7","  17924.823","104429.16"
"214","286779.7","42592.15"," 185390.77","16078.836"," 73916.83","329314.1"," 92817.12"," 625096.99","2042025.7"," 579223.5","  26113.646"," 76683.790"," 349743.15"," 5610338","215821.41","1613651"," 54342.30","203953.4"," 96695.685","12773946"," 710426.4","1104681.2","36397768","113319.53"," 89054.02"," 7704418"," 811425.2"," 6720093"," 8727833"," 9537700","  85878.66"," 6677.667","226029.9","17924.823"," 57115.836"," 923729.7","1525593.1","  21891.63","195143.9","395687.6","146990.90","1037626.8"," 238707.58","2181806","540561.8","33775.63","118709.65","71760851","1915101.2","32662886"," 426089.3"," 51447.23"," 496886.7","252271.47","174687.13","   10811.744","  12498.132","45732.00"," 36507.168","14904168","1183770.6"," 976488.4"," 867617.1","2501618.8","  39610.20"," 100176.96","  9046.936"," 48603.67","29596538","26369283"," 66409.277"," 667543.2"," 69010.09","10383149"," 4771924","2328563","18141408"," 60219.44"," 758981.9","1344904.7","14186.858"," 370444.6","125174.647"," 79534.32","3623209","  82706.46","108721.95"," 460384.5","269514.28","139561.41","11436701","22161389","19890.480","165904.78"," 71570.27","155581.11"," 63077.41","31187.808","2720681","42988555.3","131631.78","1431979","1263557.0","308850.3"," 1716714.3","4094303.2","2967606","57065957","23841.547","3229726"," 1817066.5","  28680.844","104429.16"
"215","460384.5","31187.81"," 185390.77"," 6677.667"," 71570.27","426089.3"," 85878.66"," 976488.40","1431978.9"," 540561.8","  19890.480"," 63077.407"," 195143.87"," 6720093","113319.53","1817067"," 42592.15","252271.5"," 89054.018","12773946"," 579223.5","1613650.9","42988555","131631.78","100176.96"," 4771924"," 710426.4"," 7704418","11436701"," 8727833","  66409.28","14186.858","226029.9","21891.626"," 33775.632"," 758981.9"," 811425.2","  16078.84","215821.4","496886.7","174687.13","1104681.2"," 329314.09","2328563","625097.0","26113.65","125174.65","71760851","1915101.2","36397768"," 308850.3"," 54342.30"," 349743.2","203953.43","238707.58","  165904.776","  96695.685","39610.20"," 10811.744","18141408","1263557.0"," 867617.1","1716714.3","1525593.1"," 118709.65","  79534.32"," 45732.003"," 57115.84","29596538","26369283"," 82706.457"," 923729.7"," 51447.23"," 9537700"," 5610338","2181806","32662886"," 60219.44"," 667543.2","1037626.8","12498.132"," 395687.6"," 48603.666","108721.95","2967606","  36507.17","146990.90"," 286779.7","370444.55","155581.11","10383149","22161389"," 9046.936"," 69010.09"," 73916.83","139561.41"," 76683.79","23841.547","3229726","14904167.7"," 92817.12","2042026","1183770.6","269514.3"," 4094303.2","3623209.4","2501619","57065957","17924.823","2720681"," 1344904.7","  28680.844","104429.16"
"216","395687.6","28680.84"," 269514.28","10811.744","155581.11","370444.6"," 96695.68"," 867617.05","1344904.7"," 496886.7","  23841.547"," 66409.277"," 185390.77"," 5610338","108721.95","1431979"," 39610.20","215821.4"," 85878.656","18141408"," 667543.2","2328562.6","42988555","125174.65","100176.96"," 9537700"," 811425.2"," 7704418","10383149"," 6720093"," 113319.53"," 6677.667","195143.9","36507.168"," 54342.302"," 976488.4","2181805.5","  17924.82","203953.4","460384.5","165904.78","1104681.2"," 579223.45","1716714","625097.0","26113.65","139561.41","71760851","2042025.7","32662886"," 329314.1"," 60219.44"," 349743.2","226029.94","238707.58","  174687.132","  63077.407","51447.23"," 19890.480","14904168","1183770.6"," 758981.9"," 923729.7","1613650.9","  71570.27","  79534.32","  9046.936"," 42592.15","36397768","29596538"," 48603.666"," 540561.8"," 45732.00","11436701"," 4771924","1817067","22161389"," 57115.84"," 710426.4","1263557.0","12498.132"," 426089.3"," 33775.632","146990.90","2967606","  82706.46","104429.16"," 286779.7","308850.30","131631.78"," 8727833","26369283","14186.858"," 73916.83"," 69010.09","118709.65"," 76683.79","31187.808","4094303","12773946.2"," 89054.02","1915101","1037626.8","252271.5"," 2720680.7","3229726.2","2501619","57065957","16078.836","3623209"," 1525593.1","  21891.626"," 92817.12"
