"Sample","Label","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"193","P","1.501289"," 0.363611947","1.2179044","-0.0530188340","0.6566260","1.362492","0.6903144","1.2028017","2.028699","1.431741"," 1.08763201"," 0.39935522","1.5539806","2.900017"," 0.95648303","2.057308","0.5105850","1.1671036"," 0.74306769","3.037203","1.691151","1.674399","3.322882","0.8479823","0.8870193","2.732037","1.612774","2.915411","2.859250","0.8556207"," 0.131667141","1.1574180"," 0.2800106528"," 0.9154544667","1.793452","1.933054"," 0.438887784","1.1146828","1.310965","0.9360006","1.851126","1.2629063","2.108839","1.637006","0.24268495","1.1001150","3.813137","2.387735","3.325503","1.296067","0.5481580","1.2723192","1.0826964","1.2647705"," 1.59196732"," 0.740802739"," 0.5010141"," 0.5100369120","3.096591","1.871122","1.698152","2.086925","2.239936","0.6928523","0.7778665"," 1.044240954","0.64197993","3.561155","3.333024"," 0.4566095","1.654441","0.7455113","2.867128","2.466913","2.039615","2.529511","0.6094342","1.919042","2.000774"," 3.076692e-02","1.3363353"," 0.54457465","0.6106629","2.476042","0.7121616","1.1528537","1.098537","1.0112727","1.0642919","2.901358","3.531373"," 0.084173357"," 0.9983772","0.6325456","1.5853667","0.7538919"," 0.258072478","2.306595","2.778490","0.9009791","1.994677","1.996335","1.3980619","2.326981","2.571912","2.419131","3.564422"," 0.131569346","2.346947","2.190948"," 0.449375867","0.8964943"
"194","P","1.673097"," 0.633067448","1.6331638"," 0.1142439393","0.8773569","1.630543","0.8966631","1.9128631","2.422260","1.920773"," 0.49730874"," 0.93718528","1.5936908","2.715003"," 0.76462813","2.336216","0.8608048","1.4207766"," 1.11308195","3.037549","1.919395","1.980742","3.629009","1.1921466","1.0559387","2.909224","2.035307","3.134165","3.075670","0.9905425"," 0.060338993","1.4274704"," 0.5429392484"," 0.6115201656","2.038143","2.358633"," 0.867993857","1.4091325","1.631072","0.9914551","2.107025","1.6421791","2.640312","1.880685","0.59505752","1.1945885","3.899718","2.047213","3.576105","2.018612","0.7867341","1.7360760","1.3717425","1.1861395"," 0.35238268","-0.262014687"," 0.7796692"," 0.3461454251","3.293806","2.024930","2.316337","1.966046","2.367398","1.2031258","1.0478926"," 0.863489310","0.83568461","3.658398","3.519194"," 0.9973753","2.127503","0.7231845","3.033321","2.974852","2.600198","3.835302","0.8051367","1.849799","2.131918"," 1.347217e-01","2.0581014"," 0.85199965","0.9183171","2.802029","0.5204646","1.2205498","1.842597","1.1515586","1.3488188","3.010409","3.457369"," 0.111243227"," 1.1399141","0.9020176","0.9547335","0.9634453"," 0.828478788","2.418682","2.703107","1.0101795","2.619029","2.225763","1.4798234","2.142794","2.641269","2.448618","3.745758"," 0.481751912","2.490197","2.201873"," 0.313180153","1.0521480"
"195","P","1.483123"," 0.285082969","1.2034357","-0.0519585686","0.8223888","1.310581","0.6204398","1.2273365","2.082342","1.596249"," 0.66190646"," 0.53172845","1.2355456","2.650252"," 0.88436326","2.058726","0.4289013","1.1203488"," 0.67811541","2.966932","1.601894","1.435024","3.383315","0.9245597","0.8230288","2.784161","1.731238","2.641050","2.791819","1.0857280","-0.111007192","1.1273879"," 0.2258821147","-0.1144581126","1.744908","2.002644","-0.023699051","1.1177214","1.279399","1.0324799","1.804675","1.4798320","2.113859","1.580807","0.22477861","1.0532270","3.649457","1.959705","3.273250","1.394033","0.5944263","1.2186029","1.2404318","0.9676142"," 0.94143989"," 0.261289805"," 0.4327618"," 0.3146642304","3.052935","2.005835","1.729127","2.028286","2.058262","0.8367427","0.5688124"," 0.840996700","0.41778224","3.350340","3.275253"," 0.5205253","1.797522","0.7834027","2.876051","2.509288","2.070578","2.911581","0.7188564","1.632147","1.875582"," 4.972549e-02","1.2466761"," 0.40904831","0.6028173","2.370677","0.6040315","0.9295279","1.244770","1.0737025","1.0366176","2.829185","3.318908"," 0.011367981"," 1.4705096","0.6287833","1.1713828","0.6635910"," 0.266815274","2.095360","2.938962","0.8397335","2.168594","1.861948","1.2275138","2.235834","2.424136","2.283400","3.654041"," 0.129369902","2.292710","1.961259"," 0.146682943","0.7844347"
"196","P","1.549197"," 0.494406513","1.1808435","-0.0331052993","0.8534984","1.430394","0.7664845","1.6135808","2.347723","1.935013"," 1.19679891"," 0.89681564","1.3538067","2.543852"," 0.82684134","2.212081","0.5784604","1.2779494"," 1.35182835","3.094438","1.618579","1.905542","3.482515","0.9793473","0.8814337","2.925307","2.081109","3.137860","2.810386","0.9222838","-0.074260021","1.2744636"," 0.4551699196"," 0.2995278520","1.900229","1.807661"," 0.401080879","1.2605640","1.419479","1.0626581","1.963626","1.4758955","2.215436","1.727742","0.32925463","1.1818415","3.764753","2.053605","3.432422","1.560263","0.7395470","1.7366770","1.2625669","1.1805196"," 1.67970073"," 1.279110283"," 0.2987114"," 0.0581486543","3.086730","1.868784","1.863260","1.980100","2.211045","0.9504530","0.9066333"," 0.851727065","0.87751559","3.510483","3.182297"," 0.5857795","1.794846","0.6862311","2.853539","2.836641","2.191551","3.525418","0.6937528","1.716140","1.929046"," 1.195485e-01","1.5477684"," 1.02244032","0.7981300","2.548368","1.0735757","1.0593665","1.502210","1.0327656","1.1813835","2.833510","3.331202","-0.140384984"," 0.8275045","0.7021740","1.1662041","0.7997727"," 0.327743774","2.329890","2.834191","0.7876855","2.288619","2.035621","1.3612677","1.873807","2.403517","2.228406","3.542921"," 0.257293186","2.241270","2.094028"," 0.355616403","0.8532979"
"197","P","1.555766"," 0.529696719","1.3436847"," 0.0411955717","0.7937561","1.471179","0.7992553","1.6738442","2.310455","1.905745"," 1.08784925"," 0.55489704","1.0329535","2.646461"," 1.53828951","2.088336","0.6438687","1.2100990"," 1.04746292","3.002849","1.802867","1.940501","3.418363","1.1280806","0.8859865","3.009155","2.082444","2.813756","2.904880","1.0209012","-0.294379270","1.2602709"," 0.5866342235"," 0.4393734393","1.875587","2.180853"," 0.439830206","1.2182296","1.322496","1.0817943","1.942953","1.3017011","2.201196","1.711362","0.28017130","1.0566226","3.725952","2.199793","3.363712","1.468189","0.7291427","1.5403562","1.2288104","1.0672526"," 1.99434718"," 1.147495263"," 0.4861431"," 0.1377032309","3.175830","2.005553","1.810296","1.833042","2.530285","1.0114622","0.7852423"," 0.881454117","0.65007342","3.457266","3.341315"," 0.6271067","1.832650","0.7174723","2.907769","2.790900","2.163721","3.258865","0.7415900","1.733726","2.092695"," 1.016514e-01","1.6450739"," 1.36204334","0.7385291","2.461725","0.7189460","1.0341796","1.335635","1.4757846","1.2082274","2.938359","3.346721"," 0.107427304"," 0.7216890","0.6717286","1.2359652","0.7593419"," 0.386793759","2.282778","2.912784","0.8664848","2.217857","2.085659","1.3341059","2.599468","2.616191","2.348747","3.678677"," 0.331174796","2.419250","2.329472"," 0.416789349","1.0070930"
"198","P","1.845526"," 0.551058682","1.6088795"," 0.1397780753","1.1253735","1.623890","0.9937528","1.3294383","2.180149","1.953306"," 0.80212930"," 0.69090367","1.3033548","2.949668"," 0.90734939","2.368711","0.6390620","1.4199452"," 1.08107390","3.145744","1.808998","2.037630","3.498582","1.1731883","1.0656242","2.918614","2.094119","3.186718","3.126549","1.3399612","-0.009891594","1.5050469"," 0.9571309128"," 0.4171651280","2.064553","1.765266"," 0.314489977","1.4480056","1.588018","1.1966056","2.129707","1.6498923","2.397582","1.922871","0.55931994","1.2915026","4.052700","2.428108","3.621178","1.850928","0.8827493","1.7464718","1.2254561","1.6363879"," 1.87101396"," 0.273318315"," 0.3956987"," 0.3734926597","3.214490","2.226465","1.925937","2.128793","2.462217","1.4484196","1.1963352"," 0.871377991","0.87324878","3.784419","3.205715"," 0.7613305","1.916976","0.9255780","2.975142","2.807097","2.368577","2.655980","0.9102405","1.894072","2.094826"," 3.174993e-01","1.6418977"," 0.61428184","1.0199419","2.662484","1.0897369","1.3769227","1.787291","1.6590333","1.3590536","2.872971","3.575145","-0.089370877"," 0.9179172","1.0095186","1.6330989","0.9616314"," 0.483467696","2.437442","2.699902","0.8604856","2.354775","2.126208","1.4085068","3.229642","2.484433","2.372381","3.895728"," 0.360840876","2.316891","2.224730"," 0.299023343","0.8928951"
"199","P","1.718242"," 0.765474079","1.3392659"," 0.1582769020","1.0508344","1.657017","0.9509190","1.8610497","2.219021","1.783038"," 1.87843831"," 0.73958208","1.2434728","2.875443"," 0.88162643","2.380910","0.7553817","1.4448980"," 1.02221521","3.276838","2.049097","1.919667","3.686959","1.1187673","1.1074589","2.923617","1.973835","3.200211","2.957804","0.3047715"," 0.101398919","1.3963594"," 0.6057223319"," 0.8228419974","2.083595","2.064189"," 0.389897516","1.4337813","1.590506","1.2511026","2.114879","1.6182567","2.407232","1.905112","0.65972600","1.2624699","4.023153","2.113293","3.617592","1.560508","0.9545521","1.6355504","1.3640987","1.3502811"," 2.05229035"," 1.284577384"," 0.6662773"," 1.2851893334","3.354117","2.103410","2.020949","1.887751","2.473161","1.1073257","1.0080755"," 1.578845644","0.68581701","3.699630","3.364126"," 0.6450914","1.798603","0.9808019","3.044937","2.807709","2.350208","3.462159","0.7373436","1.925166","2.363595"," 1.876858e-01","2.0051873"," 0.78141982","1.0068655","2.616536","1.0628764","1.3063706","1.477992","0.9843016","1.3642306","3.058335","3.638078"," 0.262671206"," 1.4129925","0.9197177","1.4539187","1.0045839"," 0.596941115","2.578884","2.526759","1.0404422","2.354297","2.280357","1.6130612","2.251016","2.766088","2.505192","3.810984"," 0.272391955","2.492065","2.263579"," 0.247932624","1.1935994"
"200","P","1.696179"," 0.734351057","1.7415034"," 0.1104426862","1.0105854","1.651304","0.9738245","2.0449771","2.463798","1.887546"," 0.33906464"," 0.90677401","1.4940643","2.764980"," 0.93577110","2.298774","0.7215233","1.4669466"," 1.01757836","3.231664","1.920419","2.080715","3.747493","1.1955746","1.0461844","3.126400","2.016865","2.914899","3.138445","0.9346941","-0.037127654","1.3835453"," 0.2391861429"," 1.5919631720","2.084333","2.306606"," 2.134044514","1.4019232","1.644164","1.2707608","2.132828","1.4540801","2.399756","1.886099","0.51181019","1.1381714","3.934472","2.187628","3.541464","1.637625","0.9006335","1.6815856","1.4851818","1.4466817"," 2.07119548"," 1.653871693"," 0.6013054"," 1.0236309545","3.330251","2.204495","2.031226","1.885126","2.381527","1.1531667","0.9037624"," 1.526326218","0.56402972","3.621667","3.427119"," 1.0134218","2.118774","0.7270633","3.057670","2.792419","2.328557","3.779056","0.9266570","1.901687","2.228937"," 1.259356e-01","2.3933742"," 0.57344188","0.9375524","2.469322","1.1215468","1.1988539","1.572151","1.4838387","1.3401210","3.075148","3.415488"," 0.458940643"," 0.9842459","0.9211174","1.3188285","0.9585502"," 0.681255998","2.541408","3.417537","0.9802791","2.398688","2.207196","1.4623579","2.312922","2.656538","2.462935","3.907722"," 0.496726018","2.431027","2.300467"," 0.389785713","1.0559421"
"201","P","1.722286"," 0.510878752","1.4136600"," 0.2255709657","1.0345116","1.668485","1.0187323","1.8432427","2.259746","1.727185"," 0.28182971"," 0.81013200","1.2067550","2.755738"," 1.07565792","2.301267","0.7793596","1.4270308"," 0.89304573","3.334296","1.917177","2.177189","3.602801","1.2637490","1.0724852","2.937868","1.871704","3.108993","3.022557","1.1783325"," 0.088682375","1.3712597"," 0.3637666480"," 1.3689163040","2.077562","2.289617"," 1.488832019","1.4645659","1.647532","1.2253232","2.126174","1.4647639","2.383894","1.894255","0.41466883","1.3746373","3.905428","2.368591","3.554632","1.642673","0.8440688","1.5062206","1.4433240","1.3229273"," 0.53798280","-0.213094545"," 0.6619697"," 0.1509937050","3.304896","2.031415","2.012269","1.899621","2.251877","1.0837172","0.7028965"," 0.742751729","0.61219098","3.534249","3.434686"," 0.7338938","2.102275","0.8675811","3.068506","2.529154","2.351962","3.450898","0.8493571","1.925557","2.248238"," 3.334119e-03","1.7259285"," 0.69834815","0.9384237","2.710404","1.0006163","1.0870541","1.510006","1.1304326","1.3993709","3.118282","3.513091"," 0.196189989"," 0.9990729","0.7952790","1.2968880","1.0470148"," 0.614988934","2.576084","3.188530","1.0342741","2.242865","2.113793","1.6621485","2.382965","2.759997","2.496331","3.719653"," 0.503089058","2.432570","2.250481"," 0.306796152","1.1815161"
"202","P","1.691290"," 0.698816420","1.3137917"," 0.0948643463","1.0011953","1.545291","0.8537568","1.3198915","2.230916","1.706777"," 0.20343158"," 0.76591609","1.3786648","2.851094"," 1.11587097","2.206021","0.8238744","1.2899664"," 0.90421862","3.163882","1.802464","2.212017","3.598221","1.1819816","0.9806922","2.981760","1.874285","2.807678","3.004946","1.0297307","-0.081515289","1.3646998"," 0.4032575144"," 0.6147965037","1.961030","2.108714"," 0.331374276","1.3317633","1.510574","0.9853390","1.996714","1.4445048","2.629401","1.779593","0.37319230","1.0965418","3.914216","2.369064","3.460240","1.892778","0.7745077","1.5605344","1.2069524","1.1474523"," 0.56828854"," 0.140183190"," 0.6261940"," 0.3921482999","3.194596","2.185370","2.236045","1.873697","2.378859","0.8814877","1.0007556"," 0.867723530","0.65429873","3.639057","3.456696"," 0.8820230","2.003517","0.9262484","3.083957","2.783692","2.583403","2.966636","0.9294289","1.813610","2.055044"," 2.199238e-01","1.4006162"," 0.56171757","0.8951909","2.591480","0.8495144","1.1663705","1.775041","1.4044793","1.2921514","3.105748","3.612111"," 0.161340656"," 1.3350831","0.7301409","1.4613654","0.8714826"," 0.674621582","2.309060","2.363902","0.9923242","2.552196","2.189968","1.4302758","2.550795","2.640977","2.473112","3.827611"," 0.291668706","2.488758","2.287029"," 0.428529089","0.9944693"
"204","P","1.669401"," 0.272223924","1.1928387","-0.0546140270","1.0085718","1.477919","0.8621022","1.1744858","2.138139","1.757283"," 0.29984883"," 0.58890501","1.1516132","2.882200"," 1.06933962","2.126331","0.7129804","1.2937017"," 0.84686811","3.032459","1.787647","2.007586","3.514306","1.1801003","1.0520066","3.080541","1.933498","2.557340","2.983972","1.1365631"," 0.019309519","1.2614725"," 0.2341290209"," 0.5947087745","1.925439","2.153687"," 0.432205605","1.2404996","1.525635","0.9895219","2.036154","2.0557545","2.148209","1.806527","0.44317642","1.2030905","3.962063","2.554925","3.361061","1.414216","0.7407080","1.4988719","1.3690690","1.1415597"," 1.50520693"," 0.539646338"," 0.6837947","-0.5521290276","3.185928","2.090064","1.755695","1.788510","2.129704","1.8971074","1.0549319"," 0.193662912","0.60773822","3.624232","3.387320"," 0.2489618","1.531819","0.9317061","3.032832","2.825123","2.150247","2.472104","0.6031199","1.823268","1.999497"," 2.127174e-02","1.2347220"," 0.83855007","0.9866208","2.508117","0.9308609","1.1479750","1.352167","1.3259474","1.1311105","3.034951","3.414482"," 0.286236651"," 1.1592114","0.8450346","1.4926716","0.7618374"," 0.460180567","2.319186","3.827249","0.9973628","2.331601","1.913808","1.2848097","2.561448","2.653255","2.469852","3.745554"," 0.300354576","2.511973","2.287065"," 0.365091226","1.0315157"
"206","P","1.925169"," 0.628982187","1.4880552"," 0.1657700318","1.1689359","1.872968","1.1443410","1.9888224","2.546953","2.013189"," 1.00008001"," 0.94341561","1.4184244","3.110086"," 1.44492719","2.585602","0.8301041","1.6830140"," 1.19100852","3.474128","2.147177","2.121965","3.838764","1.4610488","1.2738745","3.119996","2.193644","3.218969","3.353921","1.1887436"," 0.176469235","1.6182621"," 0.8109914032"," 0.5714790711","2.288944","2.420011"," 0.486453360","1.6560550","1.782370","1.5128310","2.387924","1.7750030","2.567744","2.152215","0.84101158","1.3863782","4.094328","2.449666","3.831777","1.663780","0.9480990","1.8572250","1.5836551","1.4642092"," 0.90447788"," 0.111210215"," 0.8917101"," 0.8904867921","3.564346","2.394884","2.598226","2.233246","2.593185","1.0607241","1.1827808"," 1.603567324","0.78766818","3.765883","3.797613"," 0.9901230","2.220372","1.1295789","3.362228","2.993975","2.555576","3.492945","1.0481191","2.224481","2.424434"," 4.149036e-01","1.8735252"," 1.13625340","1.2238509","2.792691","1.2396548","1.2848098","1.505573","1.3690643","1.3870195","3.288021","3.769167"," 0.274492391"," 1.3135677","1.2529813","1.0799738","1.0572220"," 0.924160184","2.741746","3.318012","1.2609289","2.667350","2.206847","1.8228396","2.351569","2.938707","2.694846","4.074444"," 0.569532208","2.747231","2.444041"," 0.625044951","1.3486535"
"207","P","1.503978"," 0.500834644","1.2048855"," 0.0172618999","1.0366264","1.481739","0.8201224","1.7457905","2.198760","1.714978"," 0.14638979"," 0.60952793","1.1329539","2.707241"," 0.82661518","2.133342","0.3982845","1.2871991"," 1.32200282","3.109768","1.857781","1.987827","3.291516","1.1397916","0.9712528","2.687557","1.862219","2.862050","2.982640","0.9773617","-0.171765899","1.3346615"," 0.1750005678"," 0.1016068340","1.917025","2.231555"," 0.078783351","1.3070401","1.535879","1.1703997","2.019485","1.3221138","2.169161","1.782090","0.27369227","1.1291653","3.827067","2.175420","3.377854","1.398290","0.6852928","1.8945885","1.3448752","1.1717979","-0.28103659","-0.414805231"," 0.6215798"," 0.6136434388","3.159872","2.092318","1.801792","1.810356","2.112963","0.9131984","0.7894904"," 1.039986262","0.56295149","3.525902","3.434662"," 0.5949327","1.819934","0.7323777","2.878748","2.792412","2.164268","3.470856","0.7229055","1.841121","2.093805","-4.826345e-02","1.8329410"," 0.67928979","0.9247093","2.339815","0.9289325","1.1201649","1.331320","1.1373920","1.0607453","2.984788","3.437754"," 0.203326630"," 1.0923976","0.8335197","1.1170292","0.8208889"," 0.235194753","2.325705","3.191796","0.8470719","2.307266","2.057417","1.3903745","1.775699","2.550564","2.281848","3.764374"," 0.236198887","2.468281","1.990316"," 0.283383589","0.9042866"
"208","P","1.486994"," 0.276888963","1.3394728","-0.0870972320","0.7853758","1.403822","0.7628357","1.0035180","2.025277","1.702984"," 0.11171872"," 0.62313914","1.8190590","2.740592"," 0.75746793","2.087946","0.5343732","1.2287909"," 0.98660803","3.035935","1.633990","1.998096","3.363778","1.0576772","0.8111426","2.779252","1.862532","2.812174","2.837457","0.8709274","-0.057645117","1.2258193"," 0.2787398861"," 0.4383333057","1.843996","1.971748"," 0.170761187","1.2403890","1.464461","1.0473890","1.925697","1.2322884","2.162582","1.717609","0.19862422","1.6485269","3.704877","2.204041","3.327948","1.422535","0.7273054","1.6288948","1.2035040","1.4357337"," 0.25887449"," 0.020489886"," 0.5224710"," 0.2871572025","3.083716","1.882169","1.795929","2.106240","1.999947","0.8705384","0.8216779"," 0.766062133","0.48023469","3.396825","3.239390"," 0.6872056","1.745476","0.7173886","2.904285","2.655604","2.179601","2.763787","0.6667107","1.760343","1.930938","-6.330436e-03","1.3866228"," 0.63487898","0.7726012","2.467744","0.8601347","0.9691795","1.445428","0.8273715","0.9791004","2.930486","3.385509","-0.281872048"," 0.8047296","0.5715419","1.2032357","0.6786342"," 0.389906930","2.442200","3.304904","0.9040128","2.257369","1.831529","1.3373215","2.277883","2.407635","2.357713","3.588640"," 0.233999003","2.261092","2.072329"," 0.242663316","0.8801752"
"209","P","1.410995"," 0.440535490","1.0422615","-0.0853629167","0.7644725","1.464843","0.8130091","1.4555059","2.131850","1.498521"," 0.33904634"," 0.92880236","0.8164147","2.666405"," 0.81829233","2.133247","0.4678179","1.2363941"," 0.69341288","3.027075","1.708842","1.930723","3.440294","1.0007025","0.8741038","2.765095","1.710886","2.595934","2.880521","0.8834347"," 0.030509648","1.2480868","-0.0869884484"," 0.4918324768","1.896296","2.132287","-0.001420144","1.2709789","1.483772","1.1776380","1.995905","1.5632482","2.146507","1.780718","0.42429582","0.9054116","3.709615","2.189084","3.383769","1.269879","0.6331110","1.3978672","1.1447508","1.2411882"," 0.44197120"," 0.126644845"," 0.4724799","-0.0691601393","3.159126","1.911249","1.810942","1.684105","2.189569","0.8010461","0.7300533"," 0.779773555","0.45058175","3.406957","3.256116"," 0.6370258","1.869505","0.6061602","2.916900","2.545713","2.139206","3.070161","0.6656771","1.730706","1.945892","-3.657318e-02","1.1580351"," 0.65608753","0.7379968","2.353413","0.7859218","0.9995365","1.162693","1.2415209","1.0583183","2.928689","3.309963","-0.038826679"," 1.2720009","0.7614528","1.0836493","0.7577778"," 0.336934493","2.399792","3.120207","0.8905246","2.227842","2.015871","1.3794334","2.141882","2.445634","2.350127","3.592947"," 0.148444816","2.224926","2.029539"," 0.283681689","0.8648593"
"210","P","1.485775"," 0.240272595","1.3909351","-0.0159704614","0.7545564","1.440141","0.8138652","1.5005618","2.140165","1.907221"," 0.09639744"," 0.56651344","0.8618911","2.747171"," 0.64334103","2.178182","0.3924497","1.2665003"," 0.76127049","3.008706","1.755935","1.911357","3.446740","1.1186237","0.9371778","2.694715","2.077254","2.882202","2.916570","0.7914653","-0.155415536","1.1641690"," 0.0872172623"," 0.1661932712","1.906210","2.092611","-0.098487702","1.2556238","1.509680","1.1287897","2.002215","1.4109453","2.080808","1.791260","0.37403780","1.0319542","3.755780","2.226677","3.414208","1.634422","0.5726432","1.5678998","1.2007630","1.3557588"," 0.74001022","-0.083522842"," 0.6004382","-0.1388236711","3.127444","2.020462","1.759898","1.802141","1.866816","0.5997696","0.9632972"," 0.288302197","0.53530273","3.471105","3.336511"," 0.6030507","1.794979","0.7076508","3.029677","2.653742","2.082739","3.248821","0.6128998","1.757509","1.981439","-8.862366e-02","1.6525053"," 0.56440682","0.8072705","2.566672","0.8025236","1.0601108","1.705278","1.5769464","0.9653243","2.940751","3.320854","-0.129313483"," 0.4764823","0.6955603","0.9735969","0.7690080"," 0.411830805","2.359510","3.117523","0.8236327","2.281139","1.938187","1.2948579","2.226065","2.462423","2.226486","3.716127"," 0.201464018","2.353871","2.133252"," 0.089980486","0.8974491"
